forest,effect.size.calc,study.design,include.qual,include.quant,author,title,year,journal,study.id,study.treat,es.id,measure.name,developer,delayed,hedges.g,variance,grade.level,no.disability,group.size.calc,content,prop.females.whole,prop.females.t1,prop.females.t2,prop.black.whole,prop.black.t1,prop.black.t2,prop.hispanic.whole,prop.hispanic.t1,prop.hispanic.t2,prop.white.whole,prop.white.t1,prop.white.t2,prop.native,prop.asian,prop.other.races,txt.name,txt.description,txt.n,txt.sessions,txt.sessions.minutes,algebra,early.numeracy,fractions,geometry,lifeskills,measurement,operations,word.problem,explicit.modeling,explicit.guided,explicit.indep,explicit.feedback,explicit.discourse,group.whole,group.small,group.one,group.size.original,control.name,control.description,qi.1.1,qi.2.1,qi.2.2,qi.3.1,qi.3.2,qi.4.1,qi.4.2,qi.5.1,qi.5.2,qi.5.3,qi.6.1,qi.6.2,qi.6.3,qi.6.4,qi.6.8,qi.6.9,qi.7.1,qi.7.2,qi.7.3,qi.7.4,qi.7.5,qi.7.6,qi.8.1,qi.8.3,qi.g.total,qi.percent,qi.1.1B,qi.2.1B,qi.2.2B,qi.3.1B,qi.3.2B,qi.4.1B,qi.4.2B,qi.5.1B,qi.5.2B,qi.5.3B,qi.6.1B,qi.6.2B,qi.6.3B,qi.6.5B,qi.6.6B,qi.6.7B,qi.7.1B,qi.7.2B,qi.7.3B,qi.7.4B,qi.7.5B,qi.8.2B,qi.s.total
"Fuchs et al., 2005",1,rct,1,1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. ","The prevention, identification, and cognitive determinants of math difficulty.",2005,Journal of Educational Psychology,214,214,1247,WJ Applied Problems,1,0,0.031946,0.031502,early,0,2.5,operations,0.5,0.53,0,0.5,0.5,0,0.06,0.06,0,0.45,0.45,0,0,0,0,At-risk Tutored,CRA+Math flash,63,43.8,40,NA,1,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,1,NA,2 to 3,At-risk Control,BAU,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,20,0.833333333,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,14
"Fuchs et al., 2005",1,rct,1,1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. ","The prevention, identification, and cognitive determinants of math difficulty.",2005,Journal of Educational Psychology,214,214,1248,Grade 1 Concepts/Applications,0,0,0.46056,0.032343,early,0,2.5,operations,0.5,0.53,0,0.5,0.5,0,0.06,0.06,0,0.45,0.45,0,0,0,0,At-risk Tutored,CRA+Math flash,63,43.8,40,NA,1,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,1,NA,2 to 3,At-risk Control,BAU,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,20,0.833333333,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,14
"Fuchs et al., 2005",1,rct,1,1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. ","The prevention, identification, and cognitive determinants of math difficulty.",2005,Journal of Educational Psychology,214,214,1249,Story Problems,0,0,0.510835,0.032538,early,0,2.5,operations,0.5,0.53,0,0.5,0.5,0,0.06,0.06,0,0.45,0.45,0,0,0,0,At-risk Tutored,CRA+Math flash,63,43.8,40,NA,1,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,1,NA,2 to 3,At-risk Control,BAU,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,20,0.833333333,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,14
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1250,Addition fact retrieval,0,0,0.703296,0.122533,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1251,Subtraction fact retrieval,0,0,0.45875,0.118281,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1252,Double digit addition,0,0,0.573393,0.120051,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1253,Double digit subtraction,0,0,0.636711,0.121198,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1254,WRAT 3 Arithmetic,1,0,1.316018,0.141046,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1255,Simple algebraic equations,0,0,1.029612,0.130994,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1256,Jordan's Story Problems,0,0,0.656242,0.121576,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1257,Peabody Word Problems,0,0,1.437795,0.146064,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1258,KeyMath problem solve,1,0,0.886733,0.126897,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,16
"Fuchs et al., 2008",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Craddock, Caitlin and Hollenbeck, Kurstin N. and Hamlett, Carol L. and Schatschneider, Christopher",Effects of Small-Group Tutoring With and Without Validated Classroom Instruction on At-Risk Students' Math Problem Solving: Are Two Tiers of Prevention Better Than One?,2008,Journal of Educational Psychology,216,216,1259,ITBS data interpretation and problem solve,1,0,0.341207,0.116874,elem,0,2,word problems,0.57,0.5,0,0.57,0.5,0,0.23,0.13,0,0.23,0.31,0,0,0,0,Tutor,students receive schema broadening intervention,16,36,25,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,,,NA,1,,Control,BAU,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,21,0.875,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,16
"Fuchs et al., 2006",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Hamlet, Carol L.",The Effects of Computer-Assisted Instruction on Number Combination Skill in At-Risk First Graders.,2006,Journal of Learning Disabilities,215,215,1261,Immediate transfer,0,0,0.466242767,0.124783943,early,0,1,operations,0.36,0.44,0,0.61,0.62,0,0.15,0.06,0,0.18,0.19,0,0,0,0.12,Math,Computer-assisted math instruction,16,46.44,10,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,1,,Spelling,computer-assisted spelling instruction,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18,0.75,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,12
"Fuchs et al., 2006",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Hamlet, Carol L.",The Effects of Computer-Assisted Instruction on Number Combination Skill in At-Risk First Graders.,2006,Journal of Learning Disabilities,215,215,1262,Near transfer,0,0,0.021854203,0.121331132,early,0,1,operations,0.36,0.44,0,0.61,0.62,0,0.15,0.06,0,0.18,0.19,0,0,0,0.12,Math,Computer-assisted math instruction,16,46.44,10,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,1,,Spelling,computer-assisted spelling instruction,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,12
"Fuchs et al., 2006",1,rct,1,1,"Fuchs, Lynn S. and Fuchs, Douglas and Hamlet, Carol L.",The Effects of Computer-Assisted Instruction on Number Combination Skill in At-Risk First Graders.,2006,Journal of Learning Disabilities,215,215,1263,Far transfer,0,0,-0.056849033,0.121374975,early,0,1,operations,0.36,0.44,0,0.61,0.62,0,0.15,0.06,0,0.18,0.19,0,0,0,0.12,Math,Computer-assisted math instruction,16,46.44,10,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,1,,Spelling,computer-assisted spelling instruction,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,12
"Fuchs et al., 2013-1a",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222a,1264a,Simple Arithmetic,0,0,0.875492,0.010942,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,195 students receive  number knowledge + speeded practice tutoring,195,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1a",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222a,1265a,Complex Calculations,0,0,0.669045,0.010543,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,195 students receive  number knowledge + speeded practice tutoring,195,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1a",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222a,1266a,Number Knowledge,0,0,0.319772,0.010111,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,195 students receive  number knowledge + speeded practice tutoring,195,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1a",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222a,1267a,Word Problems,0,0,0.246437,0.010059,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,195 students receive  number knowledge + speeded practice tutoring,195,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1a",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222a,1268a,Counting Errors,0,0,-0.2891,0.010087,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,195 students receive  number knowledge + speeded practice tutoring,195,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1a",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222a,1269a,Retrieval,0,0,0.556996,0.010371,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,195 students receive  number knowledge + speeded practice tutoring,195,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1b",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222b,1264b,Simple Arithmetic,0,0,0.481014,0.010411,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,190 students receive  number knowledge + nonspeeded practice tutoring,190,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1b",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222b,1265b,Complex Calculations,0,0,0.525596,0.010468,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,190 students receive  number knowledge + nonspeeded practice tutoring,190,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1b",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222b,1266b,Number Knowledge,0,0,0.222633,0.01018,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,190 students receive  number knowledge + nonspeeded practice tutoring,190,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1b",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222b,1267b,Word Problems,0,0,0.314785,0.010243,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,190 students receive  number knowledge + nonspeeded practice tutoring,190,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1b",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222b,1268b,Counting Errors,0,0,-0.18615,0.010161,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,190 students receive  number knowledge + nonspeeded practice tutoring,190,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2013-1b",1,rct,1,1,"Fuchs, Lynn S. and Geary, David C. and Compton, Donald L. and Fuchs, Douglas and Schatschneider, Christopher and Hamlett, Carol L. and DeSelms, Jacqueline and Seethaler, Pamela M. and Wilson, Julie and Craddock, Caitlin F. and Bryant, Joan D. and Luther, Kurstin and Changas, Paul",Effects of First-Grade Number Knowledge Tutoring with Contrasting Forms of Practice,2013,Journal of Educational Psychology,222,222b,1269b,Retrieval,0,0,0.390694,0.010311,early,0,1,early numeracy,0,0.48,0.53,0,0.68,0.67,0,0.07,0.08,0,0.23,0.21,0,0,0,number knowledge + speeded practice tutoring,190 students receive  number knowledge + nonspeeded practice tutoring,190,48,30,NA,1,NA,NA,NA,NA,1,1,,1,NA,1,1,,NA,1,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,18,0.75,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,14
"Fuchs et al., 2016-1a",1,rct,1,1,"Fuchs, Lynn S. and Malone, Amelia S. and Schumacher, Robin F. and Namkung, Jessica and Hamlett, Carol L. and Jordan, Nancy C. and Siegler, Robert S. and Gersten, Russell and Changas, Paul",Supported Self-Explaining During Fraction Intervention.,2016,Journal of Educational Psychology,226,226a,1276a,Correct Comparisons,0,0,1.342923,0.034358,elem,0,2,fractions,0.54,0.58,0.55,0.49,0.49,0.57,0.27,0.27,0.23,0.2,0.19,0.19,0,0,0,EXP instruction,students receive fraction intervention with a explanation component,73,36,35,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,,1,NA,2,Control,BAU,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,18,0.75,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,13
